,address1,address2,MLS Number,delme,sale_price,County,City,Sub Div,Type,Floor Plan Description,Bdrms,Baths Full,Baths Half,Year Built,Sqft Main,SQFT MAIN SOURCE,Below Grade Finished Sq Ft,Below Grade Finished Sq Ft Source,Lot Size,School District,Fireplace?,Fireplace Description,Basement,Basement Description,Garage/Parking?,Construction,Architecture,Roof,Lot Description,In Floodplain,Inside City Limits,Street Maintenance,Central Air,Heat,Cool,Water,Sewer,zip_code,lot_size2,lot_size3
2120,107 N Hillcrest Road,"Belton, MO 64012",2195163,Map,170000,Cass,Belton,Hargis Gardens West,Single Family,"Raised Ranch, Split Entry",3,3,0,1970,1586,Public Record,518,Public Record,135X78,Belton,Y,"Family Room, Gas Starter",Y,"Finished, Inside Entrance, Walk Up",Y,"Frame, Vinyl Siding",Traditional,Composition,"Level, Treed",No,,,Y,Central Gas,Central Electric,City/Public,City/Public,64012,TRUE,TRUE
2121,921 Glengera Drive,"Peculiar, MO 64078",2205197,Map,170000,Cass,Peculiar,Glengera Heights,Single Family,Ranch,3,2,0,1975,1200,Owner,0,Public Record,125X190,Raymore-Peculiar,N,,Y,Not Finished,Y,Brick & Frame,,Composition,,No,,,Y,Central Electric,Central Electric,City/Public,City/Public,64078,TRUE,FALSE
2122,607 Valley View,"Raymore, MO 64083",2163993,Map,170000,Cass,Raymore,Evan Brook,Single Family,Raised Ranch,3,2,0,1991,1252,Public Record,375,Owner,70X130,Raymore-Peculiar,Y,"Great Room, Masonry, Wood Burning",Y,"Concrete, Finished, Inside Entrance",Y,Board/Batten,Traditional,Composition,"City Lot, Level",No,Yes,"Pub Maint, Paved",Y,Forced Air Gas,Central Electric,City/Public,City/Public,64083,TRUE,FALSE
2123,1201 Holly Avenue,"Harrisonville, MO 64701",2175738,Map,170050,Cass,Harrisonville,Twin Oaks,Single Family,Ranch,3,2,0,1990,1958,Public Record,0,Other,11326,Harrisonville,Y,Great Room,Y,"Full, Inside Entrance, Walk Out",Y,"Board/Batten, Brick Trim",Traditional,Composition,"City Lot, Cul-De-Sac",Unknown,Yes,Pub Maint,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64701,FALSE,TRUE
2124,16402 Rebecca Lane,"Belton, MO 64012",2175489,Map,170500,Cass,Belton,Bel Ray Estates,Single Family,Split Entry,3,2,0,1985,1184,Public Record,534,Public Record,.33 ac,Belton,Y,Living Room,Y,Not Finished,Y,Board/Batten,Traditional,Composition,City Limits,Unknown,Yes,Paved,Y,Central Gas,Central Electric,City/Public,City/Public,64012,FALSE,TRUE
2125,9008 E 235th Street,"Peculiar, MO 64078",2205846,Map,170500,Cass,Peculiar,Diamond Estates,Single Family,2 Stories,4,2,1,1998,2039,Public Record,862,Public Record,209088,Raymore-Peculiar,N,,Y,Full,Y,"Frame, Vinyl Siding",Traditional,Other,,No,,,Y,Other,Central Gas,City/Public,City/Public,64078,FALSE,TRUE
2126,93 Pioneer Street,"Garden City, MO 64747",2223797,Map,171000,Cass,Garden City,Garden West,Single Family,Front/Back Split,3,2,0,1998,1372,Public Record,0,Public Record,9600,Sherwood,Y,Great Room,Y,"Concrete, Partial",Y,Board/Batten,Traditional,Composition,City Lot,No,,,Y,Central Electric,Central Electric,City/Public,City/Public,64747,FALSE,TRUE
2127,810 S Scott Avenue,"Belton, MO 64012",2182663,Map,171000,Cass,Belton,Belton Manor,Single Family,Split Entry,3,2,0,1988,1014,Public Record,400,Other,"8,030",Belton,Y,Living Room,Y,"Finished, Garage Entrance",Y,Brick Trim,Traditional,Composition,Treed,No,,Pub Maint,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64012,FALSE,TRUE
2128,2103 Crane Street,"Harrisonville, MO 64701",2209854,Map,171000,Cass,Harrisonville,Ridgeview Addition,Single Family,Side/Side Split,3,1,2,1990,1108,Public Record,484,Public Record,100X130,Harrisonville,N,,Y,"Concrete, Garage Entrance, Inside Entrance",Y,"Cedar, Frame",Traditional,Composition,City Lot,No,Yes,Pub Maint,Y,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,64701,TRUE,FALSE
2129,3006 Prairie View Drive,"Harrisonville, MO 64701",2198234,Map,171250,Cass,Harrisonville,Prairie View,Single Family,Ranch,3,2,0,2002,1410,Public Record,0,Public Record,"5,390",Harrisonville,Y,Electric,Y,Full,Y,Frame,Traditional,Composition,City Lot,No,Yes,Pub Maint,Y,Central Electric,Central Electric,City/Public,City/Public,64701,FALSE,TRUE
2130,804 S Cedar Street,"Belton, MO 64012",2199704,Map,171500,Cass,Belton,Belton Manor,Single Family,Split Entry,3,3,0,1998,1084,Appraisal,462,Appraisal,8250,Belton,Y,Living Room,Y,"Daylight, Finished, Inside Entrance",Y,Board/Batten,Traditional,Composition,City Lot,Unknown,,,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64012,FALSE,TRUE
2131,517 Neptune Street,"Raymore, MO 64083",2213713,Map,171644,Cass,Raymore,Morningview,Single Family,Ranch,2,2,0,1990,1442,Public Record,0,Public Record,.5 ac,Raymore-Peculiar,N,,N,,Y,Frame,,Composition,,Unknown,,,Y,Heat Pump,Heat Pump,City/Public,City/Public,64083,FALSE,TRUE
2132,19006 S Ash Street,"Belton, MO 64012",2203877,Map,172000,Cass,Belton,Dickenson Manor,Single Family,Ranch,3,2,0,2000,1396,Public Record,0,Public Record,"8,520",Belton,Y,"Gas, Great Room",N,Slab,Y,Frame,Traditional,Composition,Level,No,,,Y,"Central Gas, Forced Air Gas",Central Electric,City/Public,City/Public,64012,FALSE,TRUE
2133,17228 Chula Vista Drive,"Belton, MO 64012",2202406,Map,172000,Cass,Belton,West Belton,Single Family,Ranch,3,2,0,1960,1175,Public Record,0,Other,.39 ac,Belton,N,,N,Crawl Space,Y,"Frame, Other",Traditional,Composition,"City Limits, City Lot",No,,,Y,"Central Electric, Central Gas","Central Electric, Central Gas",City/Public,City/Public,64012,FALSE,TRUE
2134,501 Miller Drive,"Belton, MO 64012",2221682,Map,172000,Cass,Belton,Timber Hills,Single Family,Side/Side Split,3,1,1,1978,986,Public Record,209,Public Record,82X132,Belton,N,,Y,Concrete,Y,Board/Batten,Traditional,Composition,"City Lot, Corner Lot",No,,,Y,"Central Gas, Natural Gas",Central Electric,City/Public,City/Public,64012,TRUE,FALSE
2135,711 N Patton Street,"Harrisonville, MO 64701",2193887,Map,172000,Cass,Harrisonville,Lakeview Estates,Single Family,Raised Ranch,3,3,0,1990,1484,Public Record,778,Public Record,9048,Harrisonville,N,,Y,"Finished, Full",Y,Board/Batten,,Composition,,No,,,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64701,FALSE,TRUE
2136,24601 State Route 2 Highway,"Harrisonville, MO 64701",2171984,Map,172500,Cass,Harrisonville,Clarks Glade,Single Family,2 Stories,2,2,0,1990,1204,Public Record,0,Public Record,7 ac,Harrisonville,N,,Y,"Cellar, Crawl Space",N,"Frame, All Stone",,Composition,"Acreage, Lake On Property",No,,,Y,Propane Gas,Central Electric,Rural,Septic,64701,FALSE,TRUE
2137,534 Saturn Drive,"Raymore, MO 64083",2170349,Map,172800,Cass,Raymore,Morningview,Single Family,Ranch,2,2,0,1999,1560,Public Record,0,Public Record,50X100,Raymore-Peculiar,N,,N,Slab,Y,Board/Batten,Traditional,Composition,City Lot,No,Yes,"Pub Maint, Paved",Y,Heat Pump,Heat Pump,City/Public,City/Public,64083,TRUE,FALSE
2138,705 Twilight Court,"Raymore, MO 64083",2175611,Map,173000,Cass,Raymore,Morningview,Single Family,Ranch,2,2,0,1997,1394,RPR,0,RPR,5670,Raymore-Peculiar,N,,N,Slab,Y,Frame,Traditional,Composition,"City Lot, Cul-De-Sac",No,Yes,Priv Maint,Y,Heat Pump,Heat Pump,City/Public,City/Public,64083,FALSE,TRUE
2139,704 N King Avenue,"Harrisonville, MO 64701",2181830,Map,173000,Cass,Harrisonville,Lakeview Estates,Single Family,Raised Ranch,3,2,1,1976,1176,Public Record,552,Public Record,"9,450",Harrisonville,Y,"Family Room, Masonry, Wood Burning",Y,"Concrete, Finished, Inside Entrance",Y,Frame,Traditional,Composition,"City Limits, Corner Lot",No,Yes,Pub Maint,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64701,FALSE,TRUE
2140,423 Rachael Circle,"Raymore, MO 64083",2196092,Map,174000,Cass,Raymore,Hidden Meadows,Single Family,Ranch,3,2,0,2002,1390,Public Record,0,Other,"8,453",Raymore-Peculiar,Y,Gas,N,,Y,"Brick Trim, Vinyl Siding",,Composition,,Unknown,Yes,,Y,Central Gas,Central Electric,City/Public,City/Public,64083,FALSE,TRUE
2141,510 Buena Vista Drive,"Belton, MO 64012",2182325,Map,174250,Cass,Belton,Spanish Villa,Single Family,Side/Side Split,3,2,0,1985,1962,Owner,0,Other,"9,600",Belton,Y,Living Room,Y,"Concrete, Garage Entrance",Y,"Frame, Wood Siding",Traditional,Composition,"Corner Lot, Cul-De-Sac",No,Yes,Pub Maint,Y,Central Electric,Central Electric,City/Public,City/Public,64012,FALSE,TRUE
2142,516 Trevis Avenue,"Belton, MO 64012",2191860,Map,174265,Cass,Belton,Valley High,Single Family,Raised Ranch,3,2,1,1971,1130,Public Record,480,Public Record,"8,500",Belton,Y,"Family Room, Wood Burning",Y,"Finished, Full",Y,"Brick & Frame, Wood Siding",Traditional,Composition,"City Lot, Cul-De-Sac",No,Yes,,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64012,FALSE,TRUE
2143,603 Fall Creek Drive,"Belton, MO 64012",2203934,Map,174500,Cass,Belton,Autumn Ridge,Single Family,Split Entry,3,2,1,2007,1039,Public Record,521,Public Record,8400,Belton,Y,"Gas, Living Room",Y,"Finished, Full, Inside Entrance",Y,"Brick Trim, Wood Siding",Traditional,Composition,Level,No,Yes,Pub Maint,Y,"Central Gas, Heat Pump",Central Electric,City/Public,City/Public,64012,FALSE,TRUE
2144,113 N Oxford Drive,"Raymore, MO 64083",2217516,Map,174500,Cass,Raymore,Lakeshore Meadows,Single Family,Split Entry,4,3,0,2002,1276,Public Record,874,Public Record,"9,840",Raymore-Peculiar,Y,,Y,Finished,Y,Frame,,Composition,,Unknown,,,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64083,FALSE,TRUE
2145,713 Canter Street,"Raymore, MO 64083",2180955,Map,174572,Cass,Raymore,Canter Ridge,Single Family,"Ranch, Raised Ranch",3,2,0,1996,1300,Public Record,0,Public Record,70X125,Raymore-Peculiar,Y,"Gas, Living Room",Y,"Concrete, Not Finished",Y,Wood Siding,,Composition,,No,,,Y,Central Gas,"Attic Fan, Central Electric",City/Public,City/Public,64083,TRUE,FALSE
2146,1000 E Mechanic Street,"Harrisonville, MO 64701",2179409,Map,174900,Cass,Harrisonville,Cass County,Single Family,Ranch,3,2,0,1990,1628,Public Record,0,Public Record,"29,240",Harrisonville,Y,,Y,"Crawl Space, Partial",Y,Vinyl Siding,,Composition,,No,,,Y,Central Gas,Central Electric,City/Public,City/Public,64701,FALSE,TRUE
2147,514 S Wilson Street,"Archie, MO 64725",2164711,Map,174900,Cass,Archie,Quail Ridge,Single Family,Ranch,3,2,0,2011,1662,Builder,0,Other,158X96,Archie,N,,N,Slab,Y,"Frame, Stone Trim",Traditional,Composition,,No,,,Y,Heat Pump,Central Electric,City/Public,City/Public,64725,TRUE,FALSE
2148,414 N Randolph Street,"Pleasant Hill, MO 64080",2224012,Map,175000,Cass,Pleasant Hill,Millers Second,Single Family,Ranch,3,1,1,1950,1032,RPR,0,RPR,85X140,Pleasant Hill,N,,Y,Not Finished,Y,Frame,,Composition,,No,,,Y,Central Gas,Central Electric,City/Public,City/Public,64080,TRUE,FALSE
2149,16210 Richmond Avenue,"Belton, MO 64012",2222893,Map,175000,Cass,Belton,Martinwood,Single Family,Front/Back Split,3,2,1,1991,1306,Public Record,192,Public Record,165X118,Belton,Y,Living Room,Y,"Finished, Walk Out",Y,Wood Siding,Traditional,Composition,"City Lot, Corner Lot, Level, Treed",No,,,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64012,TRUE,FALSE
2150,327 N Lake Street,"Pleasant Hill, MO 64080",2220431,Map,175000,Cass,Pleasant Hill,Millers Addition,Single Family,"Bungalow, Ranch",3,1,1,1920,1737,Public Record,100,Agent,7500,Pleasant Hill,N,,Y,"Concrete, Full, Inside Entrance",N,"Lap, Wood Siding",Traditional,Composition,"City Limits, City Lot, Corner Lot",No,Yes,Paved,Y,Central Gas,Central Electric,City/Public,City/Public,64080,FALSE,TRUE
2151,607 Lexington Road,"Pleasant Hill, MO 64080",2217934,Map,175000,Cass,Pleasant Hill,Other,Single Family,Side/Side Split,3,2,1,1969,1488,Public Record,864,Public Record,100X155,Pleasant Hill,Y,Master Bedroom,Y,"Concrete, Daylight",Y,Vinyl Siding,Traditional,Composition,Level,No,Yes,Pub Maint,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64080,TRUE,FALSE
2152,11006 Highview Road,"Peculiar, MO 64078",2175980,Map,175000,Cass,Peculiar,Bradley's Crossing,Single Family,2 Stories,3,2,1,2006,1480,RPR,580,RPR,"5,000",Raymore-Peculiar,N,,Y,"Full, Not Finished, Walk Out",Y,Frame,Traditional,Composition,"Adjoin Greenspace, City Lot, Pond(s), Treed",Unknown,,,Y,Natural Gas,Central Electric,City/Public,City/Public,64078,FALSE,TRUE
2153,26205 S Smoke Road,"Peculiar, MO 64078",2223170,Map,175000,Cass,Peculiar,Vincent Acres,Single Family,"Bungalow, Ranch",2,2,0,1960,750,Public Record,750,Public Record,637X300,Raymore-Peculiar,Y,"Insert, Living Room",Y,"Concrete, Finished, Inside Entrance",Y,Vinyl Siding,Traditional,Composition,"Acreage, Corner Lot, Pond(s)",No,,,Y,Central Electric,"Attic Fan, Central Electric",Rural,Septic,64078,TRUE,FALSE
2154,1905 N Lexington Street,"Harrisonville, MO 64701",2176798,Map,175000,Cass,Harrisonville,Northwood Estates,Single Family,Ranch,3,2,0,1985,1200,Public Record,0,Public Record,90X365,Harrisonville,N,,Y,"Concrete, Walk Out",Y,"Frame, Stucco & Frame",Traditional,Composition,,No,,,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64701,TRUE,FALSE
2155,16509 McKinley Street,"Belton, MO 64012",2197831,Map,175000,Cass,Belton,Bel Ray Estates,Single Family,Split Entry,3,2,0,1975,1040,Public Record,506,RPR,8954,Belton,Y,"Basement, Family Room, Wood Burning",Y,"Finished, Garage Entrance, Inside Entrance",Y,Vinyl Siding,Traditional,Composition,"City Lot, Level, Treed",No,Yes,"Pub Maint, Paved",Y,Forced Air Gas,Central Electric,City/Public,City/Public,64012,FALSE,TRUE
2156,806 S Butler Drive,"Harrisonville, MO 64701",2188088,Map,175000,Cass,Harrisonville,Jacks Add,Single Family,Ranch,3,3,0,1992,1288,Public Record,644,Other,86X128,Harrisonville,N,,Y,Concrete,Y,Frame,,Composition,City Lot,No,,,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64701,TRUE,FALSE
2157,811 Autumn Drive,"Belton, MO 64012",2168398,Map,175000,Cass,Belton,Berkshire Estates,Single Family,Split Entry,3,2,0,1990,1248,Public Record,452,Owner,"7,800",Belton,Y,"Living Room, Wood Burning",Y,"Egress Window, Finished, Stubbed for Bath",Y,Vinyl Siding,Traditional,Composition,,No,Yes,Pub Maint,Y,Central Gas,Central Electric,City/Public,City/Public,64012,FALSE,TRUE
2158,822 Heather Drive,"Belton, MO 64012",2166442,Map,175000,Cass,Belton,Berkshire Estates,Single Family,Raised Ranch,3,2,1,1989,1172,RPR,528,RPR,.43 ac,Belton,Y,Living Room,Y,"Daylight, Finished, Walk Out",Y,"Concrete, Frame",Traditional,Composition,,No,Yes,,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64012,FALSE,TRUE
2159,8203 E 188th Terrace,"Belton, MO 64012",2220853,Map,175000,Cass,Belton,Pickering Place,Single Family,Ranch,2,2,0,1987,1420,RPR,0,Public Record,5600,Belton,N,,N,Slab,Y,"Board/Batten, All Stone",Traditional,Composition,,No,No,Priv Maint,Y,Radiant,Central Electric,Private,Private,64012,FALSE,TRUE
2160,108 E Remington Terrace,"Raymore, MO 64083",2165870,Map,175000,Cass,Raymore,Cumberland Hills,Single Family,Split Entry,3,2,0,1993,1412,Public Record,0,Public Record,"8,640",Raymore-Peculiar,Y,,Y,Walk Out,Y,Vinyl Siding,Traditional,Composition,,No,,,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64083,FALSE,TRUE
2161,16211 Slater Avenue,"Belton, MO 64012",2215076,Map,175000,Cass,Belton,Martinwood,Single Family,Raised Ranch,3,2,0,1987,1272,Public Record,0,Public Record,"18,755",Belton,N,,Y,"Concrete, Not Finished",Y,Vinyl Siding,Traditional,Composition,,Unknown,Yes,"Pub Maint, Paved",Y,Forced Air Gas,Central Electric,City/Public,City/Public,64012,FALSE,TRUE
2162,809 N Arnold Avenue,"Harrisonville, MO 64701",2202822,Map,175000,Cass,Harrisonville,Lakeview Estates,Single Family,Ranch,3,2,0,1991,1336,Public Record,0,Public Record,90X105,Harrisonville,N,,Y,"Concrete, Egress Window, Inside Entrance",Y,Brick & Frame,Traditional,Composition,,No,,,Y,Central Gas,Central Electric,City/Public,City/Public,64701,TRUE,FALSE
2163,710 N Patton Street,"Harrisonville, MO 64701",2203058,Map,175000,Cass,Harrisonville,Lakeview Estates,Single Family,Ranch,4,3,0,1992,1308,Public Record,850,Agent,85X105,Harrisonville,Y,"Family Room, Gas",Y,"Finished, Full, Walk Out",Y,"Frame, Wood Siding",Traditional,Composition,"City Lot, Treed",No,,,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64701,TRUE,FALSE
2164,1703 E State Route 2,"Cleveland, MO 64734",2188432,Map,175000,Cass,Cleveland,Cleveland,Single Family,Ranch,1,1,0,1999,900,Public Record,0,Public Record,165528,Cass-Midway,N,,N,,N,Metal Siding,,Metal,"Acreage, City Limits, Treed",Unknown,Yes,Paved,N,"Baseboard, Wood Burn Stove",Window Unit(s),Rural,Septic,64734,FALSE,TRUE
2165,601 Seaton Boulevard,"Raymore, MO 64083",2175210,Map,175000,Cass,Raymore,Remington Estates,Single Family,Ranch,3,2,1,1998,1489,Public Record,0,Public Record,"9,000",Raymore-Peculiar,Y,"Gas, Great Room",Y,"Egress Window, Full, Inside Entrance",Y,Frame,Traditional,Composition,City Lot,No,Yes,Pub Maint,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64083,FALSE,TRUE
2166,305 Brookridge Drive,"Harrisonville, MO 64701",2215901,Map,175000,Cass,Harrisonville,Meadow View,Single Family,Split Entry,3,2,1,1979,1250,Public Record,504,Public Record,94X109,Harrisonville,Y,"Family Room, Gas Starter, Wood Burning",Y,"Finished, Full",Y,Frame,Traditional,Composition,"City Limits, Corner Lot, Treed",No,Yes,"Pub Maint, Paved",Y,"Forced Air Gas, Natural Gas","Attic Fan, Central Electric",City/Public,City/Public,64701,TRUE,FALSE
2167,212 S Darrowby Drive,"Raymore, MO 64083",2209412,Map,175000,Cass,Raymore,Foxhaven,Single Family,Ranch,3,2,0,2001,1300,Public Record,0,Public Record,"8,811",Raymore-Peculiar,N,,N,Slab,Y,Vinyl Siding,Traditional,Composition,Level,,,,Y,Heat Pump,Central Electric,City/Public,City/Public,64083,FALSE,TRUE
2168,508 Birch Street,"Peculiar, MO 64078",2194753,Map,175150,Cass,Peculiar,Green Meadows,Single Family,Ranch,3,2,0,1996,1004,Public Record,530,Agent,87X131,Raymore-Peculiar,N,,Y,"Finished, Inside Entrance",Y,Board/Batten,Traditional,Composition,"City Limits, City Lot",No,Yes,"Pub Maint, Paved",Y,"Forced Air Gas, Natural Gas","Attic Fan, Central Electric",City/Public,City/Public,64078,TRUE,FALSE
2169,512 Miller Drive,"Belton, MO 64012",2204379,Map,175500,Cass,Belton,Spanish Villa,Single Family,Ranch,3,2,0,1990,1467,Public Record,0,Public Record,8364,Belton,Y,"Family Room, Kitchen, See Through",N,Slab,Y,Frame,Traditional,Composition,"Level, Treed, Wooded",No,,,Y,Central Gas,Central Electric,City/Public,City/Public,64012,FALSE,TRUE
2170,114 Brent Road,"Belton, MO 64012",2188250,Map,175500,Cass,Belton,Brentwood Manor,Single Family,Split Entry,3,2,0,1982,1158,Public Record,1158,Public Record,8364,Belton,N,,Y,"Concrete, Daylight, Finished",Y,"Frame, Vinyl Siding",Traditional,Composition,,No,Yes,Pub Maint,Y,Central Gas,Central Electric,City/Public,City/Public,64012,FALSE,TRUE
2171,16512 Greenwald Drive,"Belton, MO 64012",2199802,Map,175500,Cass,Belton,Bel Ray Estates,Single Family,Raised Ranch,3,2,1,1990,1128,Public Record,504,Public Record,78X124,Belton,N,,Y,"Finished, Inside Entrance",Y,Vinyl Siding,Traditional,Composition,,No,Yes,Pub Maint,Y,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,64012,TRUE,FALSE
2172,203 N Highland Drive,"Raymore, MO 64083",2165844,Map,175500,Cass,Raymore,Lakeshore Meadows,Single Family,Atrium Split,4,2,1,1996,1832,Public Record,264,Public Record,9180,Raymore-Peculiar,Y,"Family Room, Gas Starter, Great Room",Y,"Finished, Walk Out",Y,"Brick Trim, Frame",Traditional,Composition,,Unknown,,,Y,Central Gas,Central Electric,City/Public,City/Public,64083,FALSE,TRUE
2173,307 Berry Avenue,"Belton, MO 64012",2207078,Map,176000,Cass,Belton,Countryside Manor,Single Family,Ranch,3,2,1,1968,1120,RPR,1120,RPR,11761,Belton,Y,Living Room,Y,"Concrete, Finished, Full",Y,"Brick & Frame, Vinyl Siding",Traditional,Composition,City Lot,Unknown,Yes,,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64012,FALSE,TRUE
2174,516 S Wilson Street,"Archie, MO 64725",2206196,Map,176000,Cass,Archie,Quail Ridge,Single Family,Ranch,3,2,0,2011,1662,Public Record,0,Public Record,15168,Archie,N,,N,Slab,Y,Wood Siding,Traditional,Composition,City Lot,No,,,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64725,FALSE,TRUE
2175,1607 Stacy Road,"Harrisonville, MO 64701",2177117,Map,176900,Cass,Harrisonville,Parkwood East,Single Family,Raised Ranch,3,2,0,2018,1102,Plans,0,Plans,8763,Harrisonville,N,,Y,"Concrete, Garage Entrance, Not Finished",Y,Wood Siding,Traditional,Composition,City Lot,No,Yes,Pub Maint,Y,"Central Gas, Natural Gas",Central Electric,City/Public,City/Public,64701,FALSE,TRUE
2176,833 Bristol Drive,"Raymore, MO 64083",2188351,Map,177000,Cass,Raymore,Brookside,Single Family,Ranch,2,1,1,2002,1795,Public Record,0,Public Record,80X125,Raymore-Peculiar,Y,,N,Slab,Y,"Brick Trim, Vinyl Siding",Traditional,Composition,City Limits,No,,,Y,Central Electric,Central Electric,City/Public,City/Public,64083,TRUE,FALSE
2177,15507 Terry Avenue,"Belton, MO 64012",2186395,Map,177500,Cass,Belton,Dikewood Add,Single Family,Raised Ranch,4,2,1,1990,1250,Public Record,528,Public Record,15000,Belton,Y,"Gas, Gas Starter, Great Room, Masonry, Recreation Room, Wood Burning",Y,"Finished, Full, Walk Out",Y,Frame,Traditional,Composition,"City Lot, Level",No,,,Y,Forced Air Gas,"Attic Fan, Central Electric",City/Public,City/Public,64012,FALSE,TRUE
